text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @tffaf: #Joker #JokerMovie https://t.co/oFeH4CciYP,FALSE,0,NA,2019-10-23T19:45:57Z,FALSE,NA,1187092818810028032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cutelittlfox,127,TRUE,FALSE,NA,NA
"RT @theveredix: No olvidar que es contra los de arriba, lamentable actuar de carabineros, pero la lucha es NUESTRA y AHORA! NO ES POR UN PA…",FALSE,0,NA,2019-10-23T19:45:54Z,FALSE,NA,1187092804662632448,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ignaciaa___,249,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T19:45:52Z,FALSE,NA,1187092794659278850,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Berlioz54,594,TRUE,FALSE,NA,NA
"RT @multibitchxo: Joker is one of the best things to ever happen to the film industry 🃏

#Joker #JoaquinPhoenix https://t.co/C2EBBFj1CM",FALSE,0,NA,2019-10-23T19:45:35Z,FALSE,NA,1187092726166085632,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ladydelpey,30,TRUE,FALSE,NA,NA
#Joker round 4! https://t.co/jthwxZ6KY8,FALSE,0,NA,2019-10-23T19:45:32Z,FALSE,NA,1187092711670779905,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheDCTVshow,0,FALSE,FALSE,NA,NA
#joker #JokerMovie #FandomMenace #weareallclowns #haha,FALSE,0,Revival0102,2019-10-23T19:45:27Z,FALSE,1187091755944071168,1187092690116190208,1030947454064250881,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Revival0102,0,FALSE,FALSE,NA,NA
RT @DCComicsGeeks: You are a Police Officer for GCPD. It’s been 7 Years since the Death of your best friend. You’ve been working hard to tr…,FALSE,0,NA,2019-10-23T19:45:25Z,FALSE,NA,1187092685443784710,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KarmaWarhawkB16,7,TRUE,FALSE,NA,NA
"RT @ThePlaylist: #Joker fans flock to the Bronx to make a pilgrimage to the sacred, now legendary Joker ""dance of freedom/ death bells/ ris…",FALSE,0,NA,2019-10-23T19:45:25Z,FALSE,NA,1187092682394558470,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",OlgaLovely2,76,TRUE,FALSE,NA,NA
"RT @multibitchxo: Joker is one of the best things to ever happen to the film industry 🃏

#Joker #JoaquinPhoenix https://t.co/C2EBBFj1CM",FALSE,0,NA,2019-10-23T19:45:18Z,FALSE,NA,1187092653520932864,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GagaVampireLove,30,TRUE,FALSE,NA,NA
"A escadaria do Bronx em New York, onde foi filmado a cena da (dança da liberdade, os sinos da morte, o surgimento d… https://t.co/AmCTnCLfRa",FALSE,1,NA,2019-10-23T19:45:12Z,TRUE,NA,1187092626824142854,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GeekSpace__,0,FALSE,FALSE,NA,NA
Joaquin Phoenix thinks one of the 'best scenes' in #Joker was left out of the movie https://t.co/NYyQvY9iPh https://t.co/2lbBKhEH8z,FALSE,1,NA,2019-10-23T19:45:02Z,FALSE,NA,1187092587213217792,NA,"<a href=""https://profile.uproxx.com"" rel=""nofollow"">Thred</a>",UPROXX,0,FALSE,FALSE,NA,NA
🤡 #Joker https://t.co/I4XxTCWm5M,FALSE,1,NA,2019-10-23T19:44:59Z,FALSE,NA,1187092573216804870,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JosePA_16,0,FALSE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T19:44:58Z,FALSE,NA,1187092571060887554,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AngelYunaa,594,TRUE,FALSE,NA,NA
"When you send #joker that unreleased😭🔥🤡
#comingsoon 🃏 https://t.co/W2kZY0d0fu",FALSE,0,NA,2019-10-23T19:44:50Z,FALSE,NA,1187092535539306498,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",dazayb,0,FALSE,FALSE,NA,NA
"RT @CantoniDc: Rewatch in versione originale, 70mm, Dolby Atmos. SPETTACOLO. La scena del ballo sulla scalinata indescrivibile. #Joker🃏 htt…",FALSE,0,NA,2019-10-23T19:44:41Z,FALSE,NA,1187092497715154944,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",elviraiello,8,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T19:44:40Z,FALSE,NA,1187092494590369792,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bambou_Renard,594,TRUE,FALSE,NA,NA
"#Joker kaos'un renkli çocuğu
Kült filmler arasında efsaneler bölümüne çoktan girdi

https://t.co/d5UpHma4AH",FALSE,0,NA,2019-10-23T19:44:36Z,FALSE,NA,1187092477267845121,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Punk_Dogg,0,FALSE,FALSE,NA,NA
RT @abbitr2: #joker https://t.co/sBmplFNVXD,FALSE,0,NA,2019-10-23T19:44:31Z,FALSE,NA,1187092457655279616,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cutelittlfox,347,TRUE,FALSE,NA,NA
Ok alors je viens de voir le #Joker et il m’a carrément boulversé. Joaquin Phoenix est juste époustouflant.,FALSE,0,NA,2019-10-23T19:44:27Z,FALSE,NA,1187092438390890497,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mathildelewan,0,FALSE,FALSE,NA,NA
RT @WarnerBrosITVP: ¿Quedarnos en @WarnerBrosITVP sin ver #Joker? #PeroParFavar 🙄 ¡Gracias a la productora por invitarnos a todo el equipo…,FALSE,0,NA,2019-10-23T19:44:22Z,FALSE,NA,1187092418878828545,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Des_esperada,1,TRUE,FALSE,NA,NA
"Während alle Augen aktuell auf den #Joker gerichtet sind, pirscht sich gerade ein in der breiten Wahrnehmung noch n… https://t.co/uI05kIWz3F",FALSE,0,NA,2019-10-23T19:44:22Z,TRUE,NA,1187092417482285058,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",geek_germany,0,FALSE,FALSE,NA,NA
RT @iain_schofield: Ha!. Such a nerd...! #Joker #BatGingerBread #DC https://t.co/PdVl8FrGTn,FALSE,0,NA,2019-10-23T19:44:21Z,FALSE,NA,1187092414965649408,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rwyjunior,1,TRUE,FALSE,NA,NA
"I think I’m on the only person in the world to not have gone to the cinema to watch it yet. 😔 

#Joker",FALSE,0,NA,2019-10-23T19:44:04Z,FALSE,NA,1187092345122148352,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",apointofme,0,FALSE,FALSE,NA,NA
Loving these Lady Jokers! @jokermovie #Joker #JokerMovie #JokerStairs https://t.co/NeQdTFW9Am,FALSE,0,NA,2019-10-23T19:43:55Z,FALSE,NA,1187092306622472192,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HouseHeadfolife,0,FALSE,FALSE,NA,NA
@RealMiniAOC @SICKENLAW that #Joker #ReleaseTheSnyderCut #JusticeLeague video is basically trying to write itself f… https://t.co/63iSEneOrv,FALSE,0,RealMiniAOC,2019-10-23T19:43:50Z,TRUE,NA,1187092285449789443,1127744603061276672,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jroberson32,0,FALSE,FALSE,NA,NA
RT @abbitr2: Fxxk off &amp; lived #joker https://t.co/6e7AZTxzdT,FALSE,0,NA,2019-10-23T19:43:45Z,FALSE,NA,1187092265992359936,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cutelittlfox,223,TRUE,FALSE,NA,NA
RT @ALBY_LAD: #Joker’s Famous Scene https://t.co/G1TCjATNmB,FALSE,0,NA,2019-10-23T19:43:44Z,FALSE,NA,1187092259453493248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",samcritch7,4,TRUE,FALSE,NA,NA
"RT @FUTERchistes: Oye #Frascarelli detén al #Joker

[@diegoxcoello] https://t.co/Ks1WB7RS1z",FALSE,0,NA,2019-10-23T19:43:32Z,FALSE,NA,1187092208593313794,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Di_Bv,95,TRUE,FALSE,NA,NA
@Aubar77 @chiqui_avalos Yo creo que en realidad vieron #joker y se la tomaron muy en serio. 🤡,FALSE,0,Aubar77,2019-10-23T19:43:31Z,FALSE,1187085922162098176,1187092206621986822,228699519,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ricardo_larri,0,FALSE,FALSE,NA,NA
Get that man an oscar👏🏻👏🏻👏🏻👏🏻#joker,FALSE,0,NA,2019-10-23T19:43:21Z,FALSE,NA,1187092163789758467,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JezLloyd2,0,FALSE,FALSE,NA,NA
RT @Sho_Guru: #joker #pennywise https://t.co/RlXVsb196T,FALSE,0,NA,2019-10-23T19:43:20Z,FALSE,NA,1187092158110748672,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",starkshader,142,TRUE,FALSE,NA,NA
"RT @_ABYstyle: [#CONCOURS #JOKER] 
Enfuyez-vous d’Arkham les mains pleines de cadeaux ! 
@_ABYstyle et @UrbanComics vous proposent de rempo…",FALSE,0,NA,2019-10-23T19:43:18Z,FALSE,NA,1187092152108666886,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",celiner51,594,TRUE,FALSE,NA,NA
"RT @LesNews: Indignation des habitants d’une rue de #newyork ou a été tourné une scène du film #Joker, elle est depuis envahi par des touri…",FALSE,0,NA,2019-10-23T19:43:14Z,FALSE,NA,1187092133578190855,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gremlinsgaaang,985,TRUE,FALSE,NA,NA
RT @ALBY_LAD: #Joker’s Famous Scene https://t.co/G1TCjATNmB,FALSE,0,NA,2019-10-23T19:43:13Z,FALSE,NA,1187092129304195079,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Owen_Waga,4,TRUE,FALSE,NA,NA
Okay. #Joker was 👌🏾,FALSE,0,NA,2019-10-23T19:43:12Z,FALSE,NA,1187092124925382658,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iamairotciv,0,FALSE,FALSE,NA,NA
"💥Los mejores villanos de DC Comics💥
Articulo Destacado

#dccomics #DCUNIVERSE #DCTV #comics #comic #cine #Cinema… https://t.co/7avJGk72CD",FALSE,0,NA,2019-10-23T19:43:10Z,TRUE,NA,1187092118399078401,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TyEstrenosCO,0,FALSE,FALSE,NA,NA
"RT @LesNews: Indignation des habitants d’une rue de #newyork ou a été tourné une scène du film #Joker, elle est depuis envahi par des touri…",FALSE,0,NA,2019-10-23T19:43:01Z,FALSE,NA,1187092078125289472,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ErickFrs,985,TRUE,FALSE,NA,NA
"Δεν ήμαστε χούλιγκανς του #OLYFCB οι φύλακες των λευκών VW polo είμαστε ,εγώ και ο σουγιάς με τον σανίδα φυλούσαμε… https://t.co/Z6EeMCIt3c",FALSE,1,NA,2019-10-23T19:42:55Z,TRUE,NA,1187092055987818500,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Manosval1231,1,FALSE,FALSE,NA,NA
"RT @OdinsMovieBlog: WHAT HAVE YOU DONE!?!?!? @boxofficemojo @imdbpro @IMDb #boxofficemojo #joker #jokermovie

https://t.co/s1L0S1Voeu",FALSE,0,NA,2019-10-23T19:42:51Z,FALSE,NA,1187092037239226368,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",servant_777,2,TRUE,FALSE,NA,NA
"#pnpde-#Servicetweet 1/2

00:00 - Intro &amp; @GreenColaGerman #1
02:14 - A.M.A. &amp; @EarReality
13:15 - #Joker
25:14 - A… https://t.co/DPh8Tcxdiw",FALSE,2,Nerd_Trashtalk,2019-10-23T19:42:49Z,TRUE,1187092025121869824,1187092027416154115,1107953880846008322,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nerd_Trashtalk,0,FALSE,FALSE,NA,NA
Die #BuCon2019 ist vorbei und damit für @EleaBrandt @ @caughtinplay das vielleicht wichtigste Buch-Event des Jahres… https://t.co/wAAgUWoQu0,FALSE,2,NA,2019-10-23T19:42:48Z,TRUE,NA,1187092025121869824,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Nerd_Trashtalk,0,FALSE,FALSE,NA,NA
"RT @_DCBRASIL: Pessoas tirando foto e dançando na escadaria do Bronx, Nova York. 

A escadaria é a mesma em que o Coringa dança no filme. #…",FALSE,0,NA,2019-10-23T19:42:46Z,FALSE,NA,1187092015407861760,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",maisumuniverso,113,TRUE,FALSE,NA,NA
"RT @afterlaughs: Hey, I'm still up for these skins, btw!

#roadrat #junkrat #roadhog #joker https://t.co/MkaxDialjB",FALSE,0,NA,2019-10-23T19:42:40Z,FALSE,NA,1187091991299051520,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",elfii__owo,85,TRUE,FALSE,NA,NA
#Joker’s Famous Scene https://t.co/G1TCjATNmB,FALSE,12,NA,2019-10-23T19:42:34Z,FALSE,NA,1187091965264957440,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ALBY_LAD,4,FALSE,FALSE,NA,NA
"WHAT HAVE YOU DONE!?!?!? @boxofficemojo @imdbpro @IMDb #boxofficemojo #joker #jokermovie

https://t.co/s1L0S1Voeu",FALSE,6,NA,2019-10-23T19:42:30Z,FALSE,NA,1187091948261269508,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OdinsMovieBlog,2,FALSE,FALSE,NA,NA
"#Joker is a grim reminder of how  quickly cuts to public services, combined with divisive politics can undermine ev… https://t.co/DrxRShef2H",FALSE,1,NA,2019-10-23T19:42:23Z,TRUE,NA,1187091922004987906,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AndresMusta,1,FALSE,FALSE,NA,NA
RT @tffaf: #Joker #JokerMovie https://t.co/oFeH4CciYP,FALSE,0,NA,2019-10-23T19:42:18Z,FALSE,NA,1187091899884036096,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bluebirdybxi,127,TRUE,FALSE,NA,NA
Happy face #joker https://t.co/uS4WlNHjx3,FALSE,0,NA,2019-10-23T19:42:10Z,FALSE,NA,1187091864987549696,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",luftmensch_86,0,FALSE,FALSE,NA,NA
"RT @Streamlab_za: MovieMaker Magazine Joker Production Designer Mark Friedberg: I Almost Passed on the Film, But Found My Gotham: (In this…",FALSE,0,NA,2019-10-23T19:42:02Z,FALSE,NA,1187091833840553984,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",theeaglesvision,4,TRUE,FALSE,NA,NA
"RT @Streamlab_za: MovieMaker Magazine Joker Production Designer Mark Friedberg: I Almost Passed on the Film, But Found My Gotham: (In this…",FALSE,0,NA,2019-10-23T19:42:02Z,FALSE,NA,1187091833165189120,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",BubbleJunction,4,TRUE,FALSE,NA,NA
"RT @multibitchxo: Joker is one of the best things to ever happen to the film industry 🃏

#Joker #JoaquinPhoenix https://t.co/C2EBBFj1CM",FALSE,0,NA,2019-10-23T19:42:02Z,FALSE,NA,1187091832150331393,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jackleslwt,30,TRUE,FALSE,NA,NA
RT @tffaf: #Joker #JokerMovie https://t.co/1sOBe0BHN5,FALSE,0,NA,2019-10-23T19:42:02Z,FALSE,NA,1187091831336488960,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bluebirdybxi,108,TRUE,FALSE,NA,NA
Forget the JOKER stairs in The Bronx! I'm all about the location in Downtown Manhattan from STEP UP 3D! #joker… https://t.co/wkYs8oeklS,FALSE,0,NA,2019-10-23T19:41:42Z,TRUE,NA,1187091747186176000,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",RudieObias,0,FALSE,FALSE,NA,NA
"RT @LostMindsPod: HUUUGE discoveries this week. The Joker has a split personality, Bears and how to kill them, depends let's you love life!…",FALSE,0,NA,2019-10-23T19:41:36Z,FALSE,NA,1187091724872503297,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BricBric,1,TRUE,FALSE,NA,NA
Just watched Joker. Fantastic film. Brilliantly played by Joaquin Phoenix #Joker,FALSE,0,NA,2019-10-23T19:41:34Z,FALSE,NA,1187091712621137920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fullfordeen,0,FALSE,FALSE,NA,NA
"Harley Quinn

#Batman #HarleyQuinn #Joker #fanart #ArtistOnTwitter #artwork https://t.co/htvqpjdIYq",FALSE,0,NA,2019-10-23T19:41:33Z,FALSE,NA,1187091708674265090,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bloody_Sonny,0,FALSE,FALSE,NA,NA
#joker est tellement bien. wow.,FALSE,0,NA,2019-10-23T19:41:32Z,FALSE,NA,1187091707487240200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",boooleyn,0,FALSE,FALSE,NA,NA
RT @Sho_Guru: #joker #pennywise https://t.co/RlXVsb196T,FALSE,0,NA,2019-10-23T19:41:30Z,FALSE,NA,1187091698905690119,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nerdalicos,142,TRUE,FALSE,NA,NA
"RT @swrprty: Just a happy lil guy.
#JokerMovie #joker #JokerFilm https://t.co/HgLGwmw8NY",FALSE,0,NA,2019-10-23T19:41:27Z,FALSE,NA,1187091685370683392,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nerdalicos,9,TRUE,FALSE,NA,NA
"RT @ToogayzeurLand: @EmmanuelMacron à la #Réunion, c'est aussi ça :
#GiletsJaunes #Gaz #Joker https://t.co/FNzCEk2vOF",FALSE,0,NA,2019-10-23T19:41:22Z,FALSE,NA,1187091662314594305,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yannick_Comenge,2,TRUE,FALSE,NA,NA
"RT @swrprty: Without the text bubbles from my tumblr 8)
#joker https://t.co/uLpQBxdL5A",FALSE,0,NA,2019-10-23T19:41:21Z,FALSE,NA,1187091660943089665,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nerdalicos,8,TRUE,FALSE,NA,NA
RT @DRMovieNews1: BOX OFFICE: #Joker has officially surpassed $250 MILLION in the US &amp; is set to surpass $750M worldwide by the end of the…,FALSE,0,NA,2019-10-23T19:41:12Z,FALSE,NA,1187091623727058945,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",egbaks,119,TRUE,FALSE,NA,NA
"Why so serious ? 🤡 📸 Patrice Mauran

#dccomics #dccomicscosplay #dccomicscosplayer #dcuniverse #dcuniversecosplay… https://t.co/N66jxw7DtS",FALSE,0,NA,2019-10-23T19:41:12Z,TRUE,NA,1187091621126529025,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LisaPsychosplay,0,FALSE,FALSE,NA,NA
